date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:45:05	60550/60550	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:45:06%20GMT	https://www.creme.digital/product-type/productivity-tools	D:/Downloads/creme/creme/www.creme.digital/product-type/productivity-tools.html	(from https://www.creme.digital/)
19:45:06	60108/60108	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:45:07%20GMT	https://www.creme.digital/product-type/sales-tools	D:/Downloads/creme/creme/www.creme.digital/product-type/sales-tools.html	(from https://www.creme.digital/)
19:45:06	60997/60997	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:45:07%20GMT	https://www.creme.digital/product-type/marketplace	D:/Downloads/creme/creme/www.creme.digital/product-type/marketplace.html	(from https://www.creme.digital/)
19:45:06	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=63c26552be9ea599a179aeed	D:/Downloads/creme/creme/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c82c14.js	(from https://www.creme.digital/)
19:45:07	367706/367706	---M-Z	200	added ('OK')	text/javascript	etag:%2237cd8b0737c63034c51dc0aa93272939%22	https://assets-global.website-files.com/63c26552be9ea599a179aeed/js/creme-5588c3.09af01ca8.js	D:/Downloads/creme/creme/assets-global.website-files.com/63c26552be9ea599a179aeed/js/creme-5588c3.09af01ca8.js	(from https://www.creme.digital/)
19:45:07	38052/38052	---M-Z	200	added ('OK')	application/javascript	etag:W/%2294a4-x+kETUTDN6aX3Cu4kiXRwNVzLz0%22	https://cdn.jsdelivr.net/gh/feelbird/gltf@main/gradient.js	D:/Downloads/creme/creme/cdn.jsdelivr.net/gh/feelbird/gltf@main/gradient.js	(from https://www.creme.digital/)
19:45:07	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03cf0-ad36%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.min.js	D:/Downloads/creme/creme/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/owl.carousel.min.js	(from https://www.creme.digital/)
19:45:08	57/57	---MCZ	302	error ('Found')	text/plain	date:Fri,%2015%20Mar%202024%2014:45:09%20GMT	https://unpkg.com/swiper/swiper-bundle.min.js	D:/Downloads/creme/creme/unpkg.com/swiper/swiper-bundle.min.33.delayed	(from https://www.creme.digital/)
19:45:09	149147/149147	---MCZ	200	added ('OK')	application/javascript	etag:%222469b-6bt2U9yndyvVtg8EPOLudUNzUYg%22	https://unpkg.com/swiper@11.0.7/swiper-bundle.min.js	D:/Downloads/creme/creme/unpkg.com/swiper@11.0.7/swiper-bundle.min.js	(from https://www.creme.digital/)
19:45:10	9538/9538	---MCZ	200	added ('OK')	application/javascript	etag:W/%226263bac5-2542%22	https://weblocks.io/library.js	D:/Downloads/creme/creme/weblocks.io/library.js	(from https://www.creme.digital/)
19:45:11	3141/3141	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260c767a1-c45%22	https://weblocks.io/script-66-529.js	D:/Downloads/creme/creme/weblocks.io/script-66-529.js	(from https://www.creme.digital/)
19:45:11	2577/2577	---M-Z	200	added ('OK')	image/png	etag:%225eb03cf0-a11%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	D:/Downloads/creme/creme/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	(from https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.carousel.min.css)
19:45:12	195516/195516	---M--	200	added ('OK')	image/png	etag:%22d204eb6dc3c6e92977e20de6172e472c%22	https://assets-global.website-files.com/63c26552be9ea599a179aeed/63ec3696a603a96ae3b9bf22_tom%20jones.png	D:/Downloads/creme/creme/assets-global.website-files.com/63c26552be9ea599a179aeed/63ec3696a603a96ae3b9bf22_tom%20jones.png	(from https://www.creme.digital/contact)
19:45:12	54465/54465	---MCZ	200	added ('OK')	application/javascript	etag:W/%223be18f0a18cf9980a421cf1577f639f4%22	https://assets.calendly.com/assets/external/widget.js	D:/Downloads/creme/creme/assets.calendly.com/assets/external/widget.js	(from https://www.creme.digital/contact)
19:45:13	1801/1801	---M--	200	added ('OK')	image/png	etag:%225a8020ff421bb6d1bbbb3b3fdd22a420%22	https://assets-global.website-files.com/63c513e10a00605d8aee53a9/6418eb5f0358e231a06bae4c_Onder%20Logo.png	D:/Downloads/creme/creme/assets-global.website-files.com/63c513e10a00605d8aee53a9/6418eb5f0358e231a06bae4c_Onder%20Logo.png	(from https://www.creme.digital/our-work)
19:45:13	1985/1985	---M--	200	added ('OK')	image/png	etag:%22d4fa0405177f327d72544e68ac468679%22	https://assets-global.website-files.com/63c513e10a00605d8aee53a9/6418eb50988035ae93b27882_Standom%20Logo.png	D:/Downloads/creme/creme/assets-global.website-files.com/63c513e10a00605d8aee53a9/6418eb50988035ae93b27882_Standom%20Logo.png	(from https://www.creme.digital/our-work)
19:45:13	1656968/1656968	---M--	200	added ('OK')	image/png	etag:%22fcb22b9b2e8cb4297e111fbcc5a1b54a%22	https://assets-global.website-files.com/63c26552be9ea599a179aeed/63c37f981a141502d1269fe2_Footer%20Gradient.png	D:/Downloads/creme/creme/assets-global.website-files.com/63c26552be9ea599a179aeed/63c37f981a141502d1269fe2_Footer%20Gradient.png	(from https://www.creme.digital/contact)
19:45:14	1951/1951	---M--	200	added ('OK')	image/png	etag:%2274da8a6f2bd65e43190a6ddd7d9d103f%22	https://assets-global.website-files.com/63c513e10a00605d8aee53a9/6418ea402b58e23c678e6261_Montra%20Logo.png	D:/Downloads/creme/creme/assets-global.website-files.com/63c513e10a00605d8aee53a9/6418ea402b58e23c678e6261_Montra%20Logo.png	(from https://www.creme.digital/our-work)
19:45:16	1954599/1954599	---M--	200	added ('OK')	image/png	etag:%224e994530c263e8c67a90bd3efa31b409%22	https://assets-global.website-files.com/63c26552be9ea599a179aeed/63df74a81ca2f534371ef4e1_about%20us%20hero.png	D:/Downloads/creme/creme/assets-global.website-files.com/63c26552be9ea599a179aeed/63df74a81ca2f534371ef4e1_about%20us%20hero.png	(from https://www.creme.digital/about-us)
19:45:16	695888/695888	---M--	200	added ('OK')	image/png	etag:%22d33249df1222a3c2d38224e4c6c36058%22	https://assets-global.website-files.com/63c513e10a00605d8aee53a9/6418e01853ae155d51227fcc_profile.png	D:/Downloads/creme/creme/assets-global.website-files.com/63c513e10a00605d8aee53a9/6418e01853ae155d51227fcc_profile.png	(from https://www.creme.digital/about-us)
19:45:17	201544/201544	---M--	200	added ('OK')	image/png	etag:%22849f423cd30ac67707f96decacf33395%22	https://assets-global.website-files.com/63c26552be9ea599a179aeed/63c698c75117ff719136d910_Team%20Shadow.png	D:/Downloads/creme/creme/assets-global.website-files.com/63c26552be9ea599a179aeed/63c698c75117ff719136d910_Team%20Shadow.png	(from https://www.creme.digital/about-us)
19:45:17	46807/46807	---M--	200	added ('OK')	image/jpeg	etag:%22c2b2be4e70fb28973e49cd055709e916%22	https://assets-global.website-files.com/63c513e10a00605d8aee53a9/6418317c62acbd7742e7f139_1667320731590.jpeg	D:/Downloads/creme/creme/assets-global.website-files.com/63c513e10a00605d8aee53a9/6418317c62acbd7742e7f139_1667320731590.jpg	(from https://www.creme.digital/about-us)
19:45:18	147851/147851	---M--	200	added ('OK')	image/jpeg	etag:%221275b8997379f9e585498fc354610216%22	https://assets-global.website-files.com/63c513e10a00605d8aee53a9/641830479ae5844ace301d76_Tom%20Jones.jpeg	D:/Downloads/creme/creme/assets-global.website-files.com/63c513e10a00605d8aee53a9/641830479ae5844ace301d76_Tom%20Jones.jpg	(from https://www.creme.digital/about-us)
19:45:19	92465/92465	---M--	200	added ('OK')	image/jpeg	etag:%2269f44968b729daf01c53ad3abf429280%22	https://assets-global.website-files.com/63c513e10a00605d8aee53a9/6418303ec263bd9faff7fc43_Dominik.jpeg	D:/Downloads/creme/creme/assets-global.website-files.com/63c513e10a00605d8aee53a9/6418303ec263bd9faff7fc43_Dominik.jpg	(from https://www.creme.digital/about-us)
19:45:19	134763/134763	---M--	200	added ('OK')	image/jpeg	etag:%2257fc327e17f21936500f7aabd7ed3147%22	https://assets-global.website-files.com/63c513e10a00605d8aee53a9/641832015aac6549e7a8f42b_1660800120237.jpeg	D:/Downloads/creme/creme/assets-global.website-files.com/63c513e10a00605d8aee53a9/641832015aac6549e7a8f42b_1660800120237.jpg	(from https://www.creme.digital/about-us)
19:45:20	1160596/1160596	---M--	200	added ('OK')	image/png	etag:%225100a527098b4155859488170e62149c%22	https://assets-global.website-files.com/63c26552be9ea599a179aeed/63c6868965ab0c463b308221_Shape%20(1).png	D:/Downloads/creme/creme/assets-global.website-files.com/63c26552be9ea599a179aeed/63c6868965ab0c463b308221_Shape%20(1).png	(from https://www.creme.digital/about-us)
19:45:20	217190/217190	---M--	200	added ('OK')	image/png	etag:%228391bd6a9e25b39011e18187e18d8523%22	https://assets-global.website-files.com/63c26552be9ea599a179aeed/63c69eb3edf99a0caa1e941c_Bubble%20Logo.png	D:/Downloads/creme/creme/assets-global.website-files.com/63c26552be9ea599a179aeed/63c69eb3edf99a0caa1e941c_Bubble%20Logo.png	(from https://www.creme.digital/about-us)
19:45:21	473322/473322	---M--	200	added ('OK')	image/png	etag:%227a8eb878174a2586011330a183091d6a%22	https://assets-global.website-files.com/63c26552be9ea599a179aeed/63c6a4d18f937cb4acc0c6bf_Map%20Section%20BG.png	D:/Downloads/creme/creme/assets-global.website-files.com/63c26552be9ea599a179aeed/63c6a4d18f937cb4acc0c6bf_Map%20Section%20BG.png	(from https://www.creme.digital/about-us)
19:45:22	32307/32307	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:45:23%20GMT	https://www.creme.digital/post/no-code-will-take-over-software-development-in-2024	D:/Downloads/creme/creme/www.creme.digital/post/no-code-will-take-over-software-development-in-2024.html	(from https://www.creme.digital/blogs)
19:45:22	31246/31246	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:45:23%20GMT	https://www.creme.digital/post/the-make-or-break-importance-of-user-experience-ux	D:/Downloads/creme/creme/www.creme.digital/post/the-make-or-break-importance-of-user-experience-ux.html	(from https://www.creme.digital/blogs)
19:45:22	35798/35798	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:45:23%20GMT	https://www.creme.digital/post/how-to-build-a-no-code-saas	D:/Downloads/creme/creme/www.creme.digital/post/how-to-build-a-no-code-saas.html	(from https://www.creme.digital/blogs)
19:45:23	37295/37295	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:45:24%20GMT	https://www.creme.digital/post/5-successful-no-code-startups-pt-2	D:/Downloads/creme/creme/www.creme.digital/post/5-successful-no-code-startups-pt-2.html	(from https://www.creme.digital/blogs)
19:45:23	34734/34734	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:45:24%20GMT	https://www.creme.digital/post/top-no-code-tools-you-should-use	D:/Downloads/creme/creme/www.creme.digital/post/top-no-code-tools-you-should-use.html	(from https://www.creme.digital/blogs)
19:45:23	34414/34414	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:45:24%20GMT	https://www.creme.digital/post/how-this-no-code-agency-will-unlock-your-potential	D:/Downloads/creme/creme/www.creme.digital/post/how-this-no-code-agency-will-unlock-your-potential.html	(from https://www.creme.digital/blogs)
19:45:25	36214/36214	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:45:26%20GMT	https://www.creme.digital/post/how-to-build-a-productized-no-code-service-business	D:/Downloads/creme/creme/www.creme.digital/post/how-to-build-a-productized-no-code-service-business.html	(from https://www.creme.digital/blogs)
19:45:25	31756/31756	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Mar%202024%2014:45:26%20GMT	https://www.creme.digital/post/openai-devday-huge-for-no-code	D:/Downloads/creme/creme/www.creme.digital/post/openai-devday-huge-for-no-code.html	(from https://www.creme.digital/blogs)
